Age,Height,Weight,Sex,Year,Season,City,Sport,Medal,AOS,AOE
31,167,69,M,2012,Summer,Tokyo,Rowing,Thanks,1,1
26,191,92,M,1960,Summer,Barcelona,Football,Thanks,1,1
25,196,88,M,2012,Summer,London,Bobsleigh,Thanks,1,1
18,179,71,F,2016,Summer,Rio de Janeiro,Canoeing,Thanks,1,1
24,166,56,M,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,1
21,177,75,M,2012,Summer,London,Shooting,Gold,1,1
23,171,30,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
21,180,68,M,2012,Summer,Roma,Rowing,Thanks,1,1
33,185,84,M,2008,Summer,Antwerpen,Sailing,Thanks,1,1
29,171,63,F,2000,Summer,Paris,Athletics,Thanks,1,1
25,170,65,F,2012,Summer,Atlanta,Rowing,Thanks,1,1
30,163,78,M,1976,Summer,London,Shooting,Gold,1,1
22,173,76,M,1896,Summer,Atlanta,Swimming,Thanks,1,9
22,167,62,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
30,191,101,M,2004,Summer,Athina,Volleyball,Thanks,1,4
28,182,74,M,2008,Summer,London,Athletics,Gold,1,1
32,183,77,M,1996,Summer,Atlanta,Athletics,Thanks,1,1
28,180,60,M,1920,Summer,Antwerpen,Athletics,Thanks,1,2
21,172,47,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
22,173,54,M,1968,Summer,Mexico City,Athletics,Thanks,1,1
24,175,58,F,2000,Summer,Roma,Athletics,Thanks,1,1
31,186,62,M,1972,Summer,Stockholm,Athletics,Thanks,1,1
26,178,69,F,2012,Summer,London,Rowing,Thanks,1,1
22,172,94,M,2004,Summer,Athina,Shooting,Thanks,1,1
26,193,80,M,1972,Summer,Munich,Athletics,Thanks,1,1
20,155,63,F,1904,Summer,Atlanta,Swimming,Thanks,1,2
20,172,82,F,2016,Summer,Rio de Janeiro,Handball,Thanks,1,1
34,184,101,M,2008,Summer,Beijing,Wrestling,Thanks,1,2
17,169,83,M,1956,Summer,Beijing,Athletics,Gold,1,2
27,170,64,F,1976,Summer,Rio de Janeiro,Fencing,Thanks,1,2
22,178,83,M,1956,Summer,Rio de Janeiro,Football,Thanks,1,1
22,166,61,M,1968,Summer,Roma,Athletics,Thanks,1,1
27,170,77,F,1988,Winter,Berlin,Sailing,Thanks,1,1
21,169,56,F,1900,Summer,Roma,Speed Skating,Thanks,1,1
25,174,77,F,2016,Summer,Munich,Football,Thanks,1,1
22,156,57,M,1924,Summer,Roma,Swimming,Thanks,1,2
21,194,97,F,2012,Winter,Seoul,Boxing,Thanks,1,1
26,156,80,F,1996,Winter,Albertville,Trampolining,Bronze,1,1
28,172,79,M,1968,Summer,Mexico City,Athletics,Thanks,1,2
28,174,76,F,1992,Summer,Munich,Fencing,Thanks,1,3
27,155,60,F,1998,Winter,Amsterdam,Trampolining,Bronze,1,1
35,203,91,M,1952,Summer,Beijing,Volleyball,Thanks,1,2
16,181,81,F,2012,Summer,Atlanta,Snowboarding,Thanks,1,1
32,178,91,M,1968,Summer,Amsterdam,Football,Thanks,1,1
17,173,65,F,1956,Summer,Chamonix,Athletics,Thanks,1,1
24,174,75,M,1956,Summer,Atlanta,Athletics,Thanks,1,2
35,170,79,M,2008,Winter,Beijing,Alpine Skiing,Thanks,1,2
30,176,86,M,1976,Summer,Munich,Judo,Gold,1,1
27,180,78,F,2008,Summer,Beijing,Basketball,Thanks,1,1
27,171,88,M,2006,Summer,Atlanta,Shooting,Thanks,1,4
36,183,91,F,2012,Summer,Athina,Water Polo,Thanks,1,1
23,169,70,F,2010,Winter,London,Athletics,Thanks,1,1
28,188,83,M,2012,Summer,Calgary,Figure Skating,Thanks,1,2
22,167,72,M,1992,Summer,Rio de Janeiro,Speed Skating,Thanks,1,1
31,172,68,F,2000,Summer,Rio de Janeiro,Cycling,Thanks,1,2
23,170,55,M,1928,Summer,Amsterdam,Athletics,Thanks,1,2
25,174,71,M,2012,Summer,London,Athletics,Thanks,1,1
18,168,62,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
21,181,95,M,1960,Summer,Beijing,Shooting,Thanks,1,3
27,156,61,F,1968,Winter,London,Athletics,Thanks,1,1
25,169,47,F,2000,Summer,Barcelona,Swimming,Thanks,1,1
30,180,96,M,2012,Winter,Torino,Weightlifting,Thanks,1,1
30,176,68,M,2008,Summer,Beijing,Cycling,Thanks,1,2
16,163,71,M,2014,Summer,St. Louis,Shooting,Thanks,1,2
23,180,75,F,2000,Summer,Seoul,Athletics,Thanks,1,2
27,182,89,M,2012,Summer,Los Angeles,Weightlifting,Thanks,1,1
25,163,60,M,2004,Summer,Roma,Basketball,Thanks,1,1
26,173,75,M,1948,Summer,London,Rowing,Thanks,1,1
19,187,98,M,1992,Summer,Stockholm,Short Track Speed Skating,Thanks,1,2
25,144,48,M,1996,Winter,Atlanta,Cycling,Thanks,1,1
24,187,92,M,2012,Winter,Beijing,Weightlifting,Thanks,1,1
25,182,87,M,2004,Summer,Athina,Wrestling,Thanks,1,1
27,169,85,M,2016,Summer,Berlin,Football,Thanks,1,1
27,160,43,F,1928,Summer,Amsterdam,Basketball,Bronze,1,1
17,169,56,M,1992,Summer,Barcelona,Athletics,Gold,1,1
25,162,73,F,1992,Summer,Seoul,Short Track Speed Skating,Thanks,1,1
32,194,89,M,2000,Winter,Beijing,Alpine Skiing,Thanks,1,1
29,181,74,F,1996,Summer,Atlanta,Boxing,Thanks,1,1
32,194,82,M,2008,Summer,Atlanta,Volleyball,Thanks,1,1
33,183,87,M,1996,Winter,Atlanta,Weightlifting,Thanks,1,1
30,160,61,M,1976,Summer,Atlanta,Judo,Thanks,1,1
29,181,76,M,1996,Winter,Antwerpen,Athletics,Thanks,1,1
22,175,82,M,2008,Summer,Beijing,Modern Pentathlon,Thanks,1,1
22,165,58,M,2016,Summer,Atlanta,Football,Thanks,1,2
29,185,75,M,1984,Summer,Antwerpen,Athletics,Thanks,1,2
29,174,50,F,2000,Summer,Barcelona,Swimming,Thanks,1,1
33,175,87,M,2000,Summer,Barcelona,Fencing,Thanks,1,1
21,159,59,F,1968,Summer,Atlanta,Football,Thanks,1,1
26,180,76,M,2016,Winter,Rio de Janeiro,Athletics,Thanks,1,1
31,159,54,F,1908,Summer,Barcelona,Fencing,Silver,1,1
24,171,58,M,2000,Summer,Sydney,Swimming,Thanks,1,1
31,174,74,M,1976,Summer,Tokyo,Athletics,Thanks,1,2
15,163,55,F,2016,Summer,Atlanta,Swimming,Thanks,1,1
26,174,90,M,1996,Summer,Torino,Wrestling,Thanks,1,1
33,184,84,F,2012,Winter,Mexico City,Fencing,Thanks,1,1
32,169,67,M,1948,Summer,Calgary,Bobsleigh,Thanks,1,1
20,183,79,M,2008,Summer,Antwerpen,Athletics,Thanks,1,1
30,176,74,F,2000,Winter,Sydney,Fencing,Thanks,1,3
36,168,82,M,1976,Summer,Roma,Cycling,Thanks,1,1
25,165,53,F,2000,Summer,Seoul,Athletics,Thanks,1,1
33,184,86,M,1992,Summer,Rio de Janeiro,Alpine Skiing,Thanks,1,2
26,162,61,M,1948,Summer,Barcelona,Football,Gold,1,1
24,164,53,M,2008,Summer,Antwerpen,Athletics,Thanks,1,2
26,167,72,M,2004,Winter,Athina,Athletics,Thanks,1,1
24,181,94,M,2016,Summer,Sydney,Rowing,Thanks,1,1
38,176,86,F,1948,Summer,London,Boxing,Gold,1,1
25,168,90,F,1984,Summer,Munich,Shooting,Thanks,1,3
25,181,68,M,1976,Summer,Munich,Athletics,Thanks,1,1
25,180,66,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
27,196,89,M,1996,Summer,Atlanta,Cycling,Thanks,1,3
26,192,84,M,2012,Summer,London,Athletics,Thanks,1,1
28,163,54,M,2016,Summer,Atlanta,Bobsleigh,Gold,1,1
26,167,65,F,1996,Summer,Atlanta,Football,Thanks,1,1
27,178,78,M,2008,Summer,Beijing,Boxing,Thanks,1,1
23,161,65,F,1976,Summer,Atlanta,Shooting,Thanks,1,1
26,174,85,F,2004,Summer,Athina,Volleyball,Thanks,1,1
21,183,68,F,1968,Winter,Mexico City,Athletics,Thanks,1,1
24,162,53,F,1996,Summer,Roma,Canoeing,Thanks,1,1
28,170,84,M,1996,Summer,Atlanta,Weightlifting,Thanks,1,1
29,153,79,M,2008,Winter,Beijing,Fencing,Thanks,1,1
23,176,72,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,2
28,171,56,F,2008,Summer,Salt Lake City,Athletics,Thanks,1,1
34,168,69,F,2008,Summer,Athina,Fencing,Thanks,1,1
31,198,113,M,1996,Summer,Rio de Janeiro,Rowing,Thanks,1,4
28,184,80,M,1956,Summer,Stockholm,Rowing,Thanks,1,1
22,170,51,M,1928,Summer,Rio de Janeiro,Athletics,Thanks,1,2
20,178,73,M,2000,Summer,Stockholm,Athletics,Thanks,1,3
23,184,74,F,2012,Summer,London,Swimming,Thanks,1,1
29,181,89,M,1992,Winter,St. Louis,Wrestling,Thanks,1,1
25,174,67,M,1960,Summer,Athina,Athletics,Thanks,1,1
13,160,57,M,1992,Summer,London,Football,Thanks,1,1
27,177,64,F,1996,Summer,Atlanta,Athletics,Thanks,1,2
30,184,88,M,1994,Summer,Beijing,Volleyball,Thanks,1,1
28,185,84,F,2000,Summer,London,Volleyball,Thanks,1,1
23,174,76,M,2012,Summer,Rio de Janeiro,Shooting,Thanks,1,4
20,187,74,M,1984,Summer,Tokyo,Athletics,Thanks,1,1
28,172,75,M,1992,Winter,Barcelona,Alpine Skiing,Thanks,1,1
25,174,70,F,2012,Summer,Roma,Volleyball,Thanks,1,1
24,163,77,F,1996,Summer,Atlanta,Football,Thanks,1,1
29,185,98,M,1976,Summer,Cortina d'Ampezzo,Shooting,Thanks,1,1
21,175,78,M,1980,Summer,Beijing,Athletics,Thanks,1,1
24,170,82,M,1924,Summer,Barcelona,Weightlifting,Thanks,1,1
31,173,57,F,2008,Summer,Seoul,Basketball,Thanks,1,1
19,173,61,M,1988,Summer,Rio de Janeiro,Athletics,Thanks,1,1
24,174,88,M,2016,Summer,Atlanta,Football,Gold,1,1
25,167,84,F,1964,Winter,Sydney,Shooting,Thanks,1,1
22,191,79,M,1988,Summer,Seoul,Athletics,Thanks,1,1
30,173,71,M,1932,Summer,London,Athletics,Thanks,1,2
31,161,40,F,1928,Summer,Rio de Janeiro,Water Polo,Thanks,1,1
31,184,72,M,1976,Summer,Barcelona,Volleyball,Thanks,1,1
36,176,103,F,2008,Winter,Beijing,Trampolining,Silver,1,1
25,186,87,M,2012,Summer,London,Athletics,Thanks,1,1
16,182,95,M,2012,Summer,Beijing,Short Track Speed Skating,Thanks,1,2
34,190,94,F,1996,Summer,Helsinki,Rowing,Thanks,1,1
22,179,76,M,1968,Summer,Mexico City,Fencing,Thanks,1,1
35,176,74,M,2012,Summer,Roma,Judo,Thanks,1,1
26,188,100,M,1996,Summer,Vancouver,Wrestling,Thanks,1,1
23,168,74,M,1968,Summer,Tokyo,Football,Thanks,1,1
14,168,62,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
30,172,62,F,1904,Summer,Barcelona,Basketball,Thanks,1,1
23,186,86,M,1980,Summer,Calgary,Bobsleigh,Thanks,1,1
29,173,64,M,1900,Summer,London,Rowing,Thanks,1,1
22,178,73,F,1996,Summer,Sydney,Athletics,Thanks,1,1
27,180,59,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
30,172,85,M,1984,Summer,Rio de Janeiro,Volleyball,Thanks,1,1
23,176,96,M,1992,Summer,London,Football,Gold,1,2
17,165,70,F,1996,Summer,Atlanta,Handball,Thanks,1,1
24,174,75,M,2012,Summer,Atlanta,Football,Thanks,1,1
22,170,72,M,2006,Summer,Atlanta,Judo,Thanks,1,2
24,168,48,F,1928,Summer,Rio de Janeiro,Fencing,Thanks,1,1
32,176,71,F,2004,Winter,Barcelona,Athletics,Thanks,1,1
26,180,87,M,1988,Winter,Sydney,Athletics,Thanks,1,2
26,176,80,M,1984,Summer,Atlanta,Volleyball,Thanks,1,1
33,181,99,F,2012,Winter,London,Rowing,Thanks,1,1
26,167,71,M,1956,Summer,Sydney,Sailing,Thanks,1,3
25,173,83,M,1952,Summer,London,Athletics,Thanks,1,2
30,169,61,F,1996,Summer,Roma,Cycling,Thanks,1,1
25,179,74,M,2016,Summer,Rio de Janeiro,Synchronized Swimming,Thanks,1,1
18,183,74,M,1980,Summer,Rio de Janeiro,Football,Thanks,1,1
26,177,91,M,2008,Summer,Athina,Shooting,Thanks,1,1
13,160,53,M,2016,Summer,Rio de Janeiro,Triathlon,Thanks,1,5
26,178,102,M,1992,Winter,Athina,Trampolining,Gold,1,1
25,176,68,M,2016,Winter,Rio de Janeiro,Alpine Skiing,Thanks,1,1
28,161,83,M,1992,Winter,Albertville,Alpine Skiing,Thanks,1,2
28,200,94,M,2012,Summer,London,Hockey,Thanks,1,1
22,151,35,F,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,2
30,182,81,M,1948,Summer,London,Judo,Thanks,1,1
24,190,90,M,2008,Summer,Beijing,Hockey,Thanks,1,1
27,165,77,F,1936,Winter,Berlin,Wrestling,Thanks,1,8
19,190,76,M,2012,Summer,Rio de Janeiro,Athletics,Thanks,1,2
28,186,78,M,1992,Summer,Mexico City,Alpine Skiing,Thanks,1,1
28,160,71,F,1992,Summer,Rio de Janeiro,Nordic Combined,Thanks,1,1
29,170,64,F,1988,Summer,Seoul,Athletics,Thanks,1,2
19,185,85,M,2000,Summer,Beijing,Football,Thanks,1,1
21,175,72,F,1992,Summer,Montreal,Cycling,Thanks,1,1
24,163,41,F,1924,Summer,Mexico City,Athletics,Thanks,1,1
25,174,79,F,2012,Summer,London,Wrestling,Thanks,1,1
20,168,73,F,2014,Summer,Atlanta,Rowing,Thanks,1,1
18,184,81,F,2016,Summer,Rio de Janeiro,Shooting,Thanks,1,1
26,155,48,F,2012,Summer,London,Synchronized Swimming,Thanks,1,1
27,179,69,F,2016,Summer,Rio de Janeiro,Boxing,Thanks,1,1
27,188,74,F,1996,Summer,Atlanta,Rowing,Thanks,1,1
28,163,57,F,2016,Summer,Rio de Janeiro,Fencing,Thanks,1,2
18,182,67,M,2012,Summer,London,Synchronized Swimming,Thanks,1,1
27,172,76,F,1996,Winter,Antwerpen,Rowing,Thanks,1,1
30,172,73,M,1992,Summer,Rio de Janeiro,Athletics,Thanks,1,2
21,157,61,M,1984,Summer,Los Angeles,Badminton,Thanks,1,1
16,180,72,M,1906,Summer,Atlanta,Athletics,Thanks,1,2
26,161,69,M,1948,Summer,Athina,Shooting,Thanks,1,1
28,197,104,M,1936,Winter,Sarajevo,Boxing,Thanks,1,1
29,190,87,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
23,172,68,M,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,2
29,181,73,M,1996,Summer,Mexico City,Biathlon,Thanks,1,3
32,192,94,M,1992,Summer,Roma,Athletics,Thanks,1,1
25,188,104,M,1998,Summer,Tokyo,Shooting,Silver,1,1
33,184,95,M,1992,Summer,Grenoble,Shooting,Thanks,1,1
34,191,92,M,1948,Summer,Barcelona,Basketball,Thanks,1,1
23,180,77,M,2012,Summer,Antwerpen,Athletics,Thanks,1,1
23,172,70,F,2010,Summer,Beijing,Swimming,Thanks,1,1
23,159,50,F,1992,Summer,Antwerpen,Football,Thanks,1,1
20,174,77,M,2016,Summer,Sochi,Ice Hockey,Thanks,1,1
26,179,72,M,1992,Summer,Los Angeles,Sailing,Thanks,1,1
28,175,86,M,1994,Winter,Beijing,Athletics,Thanks,1,1
20,182,80,M,2008,Summer,Antwerpen,Athletics,Thanks,1,2
22,158,73,F,2016,Summer,Torino,Archery,Thanks,1,1
29,188,104,M,2008,Summer,Roma,Wrestling,Thanks,1,1
26,170,67,F,2004,Summer,Rio de Janeiro,Canoeing,Thanks,1,1
25,181,85,M,1936,Summer,Athina,Athletics,Thanks,1,1
24,171,55,M,2016,Summer,Rio de Janeiro,Boxing,Thanks,1,1
27,182,71,M,2000,Summer,Montreal,Biathlon,Thanks,1,1
35,190,87,M,1948,Summer,Helsinki,Weightlifting,Thanks,1,1
21,175,71,M,2004,Summer,Helsinki,Athletics,Thanks,1,1
23,179,73,F,2012,Summer,Helsinki,Athletics,Thanks,1,1
29,211,124,M,2008,Summer,Atlanta,Judo,Gold,1,1
28,191,97,M,2008,Winter,Mexico City,Swimming,Thanks,1,2
29,187,73,M,1996,Summer,Beijing,Athletics,Thanks,1,2
32,176,73,M,2016,Summer,Atlanta,Boxing,Thanks,1,1
25,175,76,M,1988,Summer,Athina,Weightlifting,Thanks,1,1
26,163,62,M,1992,Summer,Lillehammer,Short Track Speed Skating,Thanks,1,2
35,177,80,M,2004,Summer,Roma,Wrestling,Thanks,1,2
24,181,96,M,2008,Winter,Vancouver,Synchronized Swimming,Thanks,1,5
22,174,63,M,2016,Summer,Rio de Janeiro,Table Tennis,Thanks,1,1
25,192,82,M,1996,Summer,Tokyo,Wrestling,Thanks,1,1
22,175,60,F,2016,Summer,Rio de Janeiro,Diving,Thanks,1,1
24,180,66,F,2008,Winter,Beijing,Handball,Thanks,1,1
24,171,81,M,1988,Summer,Rio de Janeiro,Athletics,Thanks,1,3
22,184,87,M,1988,Winter,Los Angeles,Ice Hockey,Thanks,1,2
29,179,70,M,1996,Summer,Rio de Janeiro,Wrestling,Thanks,1,1
31,187,91,M,1996,Summer,Roma,Cycling,Thanks,1,1
26,204,96,M,2016,Summer,Rio de Janeiro,Weightlifting,Thanks,1,1
30,188,91,M,2008,Summer,Beijing,Athletics,Thanks,1,1
23,180,74,M,1976,Summer,Montreal,Athletics,Thanks,1,1
21,177,75,M,1996,Summer,Garmisch-Partenkirchen,Athletics,Thanks,1,1
23,176,77,M,2008,Summer,Beijing,Football,Thanks,1,1
23,183,106,M,2008,Summer,Atlanta,Football,Thanks,1,1
28,173,78,F,2008,Winter,Seoul,Alpine Skiing,Thanks,1,2
28,163,55,F,1996,Summer,Stockholm,Athletics,Thanks,1,5
28,182,96,F,1972,Winter,Athina,Rowing,Thanks,1,1
22,196,87,M,2012,Summer,London,Rowing,Thanks,1,1
26,192,97,M,2012,Summer,London,Hockey,Thanks,1,1
26,174,79,M,1968,Summer,Los Angeles,Shooting,Thanks,1,2
23,164,70,M,1992,Summer,Beijing,Football,Thanks,1,2
23,179,72,F,1936,Summer,Atlanta,Cycling,Thanks,1,1
23,182,85,F,1936,Summer,Rio de Janeiro,Athletics,Thanks,1,1
32,183,87,M,1948,Summer,London,Cycling,Thanks,1,1
28,168,44,F,1976,Summer,Antwerpen,Athletics,Thanks,1,1
25,169,73,M,1972,Summer,Munich,Football,Thanks,1,1
27,177,58,F,1972,Summer,Beijing,Athletics,Thanks,1,1
28,164,92,M,1992,Summer,Albertville,Canoeing,Gold,1,1
20,178,85,M,2012,Summer,Atlanta,Athletics,Thanks,1,2
27,177,91,M,1996,Summer,Antwerpen,Wrestling,Thanks,1,1
26,163,48,F,1896,Summer,Rio de Janeiro,Badminton,Thanks,1,1
18,182,98,M,2008,Summer,Athina,Shooting,Gold,1,1
27,166,50,F,2012,Summer,London,Athletics,Thanks,1,2
18,179,67,M,2012,Summer,Atlanta,Shooting,Thanks,1,1
26,179,73,F,1976,Summer,Innsbruck,Rowing,Thanks,1,1
27,180,76,M,2008,Summer,Calgary,Boxing,Thanks,1,1
28,178,84,M,1948,Summer,London,Rowing,Thanks,1,1
25,166,63,M,1996,Summer,Atlanta,Shooting,Thanks,1,4
21,181,58,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,2
32,194,88,M,1992,Summer,Mexico City,Athletics,Thanks,1,2
29,179,99,F,2004,Summer,Athina,Swimming,Thanks,1,3
26,189,83,M,2008,Summer,Tokyo,Shooting,Bronze,1,1
25,189,89,F,2000,Summer,Beijing,Football,Thanks,1,1
19,175,60,F,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,2
14,170,61,F,2016,Summer,Los Angeles,Athletics,Thanks,1,2
21,161,58,M,1948,Summer,Montreal,Tug-Of-War,Thanks,1,2
19,181,69,M,2016,Summer,Atlanta,Athletics,Thanks,1,1
27,171,68,M,1996,Summer,Roma,Athletics,Thanks,1,1
22,199,111,M,2012,Summer,Atlanta,Archery,Thanks,1,1
30,178,79,M,2008,Summer,Seoul,Shooting,Thanks,1,1
21,193,66,M,2016,Summer,Rio de Janeiro,Volleyball,Thanks,1,1
19,167,68,M,1936,Summer,Roma,Athletics,Thanks,1,2
19,180,69,M,1906,Summer,Rio de Janeiro,Athletics,Thanks,1,2
24,176,59,F,1936,Summer,Mexico City,Athletics,Thanks,1,1
25,172,70,M,1996,Summer,Atlanta,Weightlifting,Thanks,1,1
23,181,81,M,1996,Summer,Atlanta,Shooting,Thanks,1,1
36,181,67,F,2000,Summer,Rio de Janeiro,Nordic Combined,Thanks,1,1
23,169,73,F,2016,Winter,Rio de Janeiro,Archery,Thanks,1,1
31,177,53,F,1948,Summer,Rio de Janeiro,Fencing,Thanks,1,1
23,167,63,F,1924,Summer,Roma,Ice Hockey,Thanks,1,1
22,183,79,M,2000,Summer,Los Angeles,Weightlifting,Thanks,1,1
30,169,30,F,1896,Summer,Antwerpen,Athletics,Thanks,1,1
34,200,95,M,2008,Summer,Beijing,Football,Thanks,1,1
35,183,93,M,1996,Summer,Atlanta,Sailing,Thanks,1,1
25,166,69,M,1996,Summer,Beijing,Football,Thanks,1,2
21,164,65,F,2016,Summer,Rio de Janeiro,Synchronized Swimming,Thanks,1,1
25,175,88,M,1980,Winter,London,Hockey,Thanks,1,1
22,179,75,M,2016,Summer,Rio de Janeiro,Boxing,Thanks,1,1
27,184,89,M,1976,Summer,Tokyo,Synchronized Swimming,Thanks,1,1
31,170,84,M,2000,Summer,Sydney,Fencing,Thanks,1,2
27,195,83,M,2012,Winter,Tokyo,Ice Hockey,Thanks,1,1
24,191,116,M,1980,Summer,Athina,Shooting,Thanks,1,1
30,175,78,M,2008,Summer,Beijing,Wrestling,Thanks,1,4
26,169,83,M,2008,Winter,Torino,Wrestling,Thanks,1,2
32,183,89,M,1964,Summer,Tokyo,Judo,Thanks,1,1
28,165,67,M,2016,Summer,London,Shooting,Thanks,1,1
27,185,78,M,1896,Summer,Athina,Basketball,Thanks,1,1
22,165,49,M,1968,Summer,Atlanta,Ice Hockey,Thanks,1,2
23,188,64,F,1996,Summer,Atlanta,Athletics,Thanks,1,2
31,182,96,M,1992,Summer,Athina,Wrestling,Thanks,1,1
27,176,80,F,1896,Winter,London,Rowing,Bronze,1,1
21,174,89,M,2012,Summer,Athina,Athletics,Thanks,1,3
30,181,82,M,1996,Summer,Atlanta,Athletics,Thanks,1,2
22,168,70,F,2008,Summer,Beijing,Athletics,Thanks,1,2
26,166,67,M,1996,Summer,Atlanta,Wrestling,Thanks,1,1
18,179,55,M,1996,Summer,Antwerpen,Athletics,Gold,1,2
31,179,69,M,1992,Summer,London,Beach Volleyball,Thanks,1,1
21,187,55,F,1972,Summer,Antwerpen,Athletics,Thanks,1,1
27,172,73,F,1988,Summer,Beijing,Badminton,Thanks,1,1
32,190,108,M,2012,Summer,London,Football,Silver,1,1
29,167,65,F,1964,Winter,Beijing,Football,Thanks,1,1
28,184,88,M,1972,Summer,Athina,Basketball,Thanks,1,1
18,176,65,F,2008,Summer,Beijing,Diving,Bronze,1,1
23,163,44,F,2012,Summer,London,Athletics,Thanks,1,1
30,162,65,M,1992,Summer,Rio de Janeiro,Athletics,Thanks,1,2
27,177,62,F,1920,Summer,Lillehammer,Athletics,Thanks,1,1
25,175,65,M,2012,Summer,Beijing,Cycling,Thanks,1,1
17,180,81,M,2012,Summer,Montreal,Athletics,Thanks,1,2
23,189,93,M,1988,Summer,Atlanta,Athletics,Thanks,1,2
25,190,96,F,2008,Winter,Athina,Cycling,Thanks,1,1
28,196,88,M,2008,Summer,Beijing,Volleyball,Thanks,1,1
23,159,50,F,1996,Winter,Roma,Synchronized Swimming,Thanks,1,1
19,167,65,F,1972,Summer,London,Badminton,Thanks,1,1
29,157,75,M,1984,Summer,Athina,Shooting,Thanks,1,1
32,208,105,M,2008,Summer,Beijing,Volleyball,Thanks,1,1
27,166,61,M,1924,Summer,London,Fencing,Thanks,1,1
18,174,70,M,1972,Summer,Rio de Janeiro,Shooting,Thanks,1,1
25,180,80,F,1996,Summer,Atlanta,Archery,Thanks,1,1
27,201,98,M,2012,Summer,Seoul,Cycling,Thanks,1,1
34,182,72,M,1996,Summer,Seoul,Cycling,Thanks,1,2
19,174,61,M,2004,Summer,Rio de Janeiro,Athletics,Thanks,1,1
26,200,96,M,1996,Summer,Atlanta,Sailing,Thanks,1,1
31,180,82,M,1996,Summer,Moskva,Volleyball,Thanks,1,1
23,183,68,F,1996,Summer,Atlanta,Athletics,Thanks,1,1
30,183,81,F,2012,Summer,Beijing,Football,Thanks,1,1
23,169,63,M,1996,Summer,Atlanta,Football,Thanks,1,2
24,178,60,M,1992,Summer,Rio de Janeiro,Athletics,Thanks,1,1
30,178,94,M,1996,Summer,Atlanta,Wrestling,Thanks,1,1
24,175,81,M,2008,Summer,London,Wrestling,Thanks,1,1
26,173,68,F,1996,Summer,Rio de Janeiro,Swimming,Thanks,1,2
20,175,57,M,1988,Winter,Beijing,Athletics,Thanks,1,2
28,189,89,M,1936,Winter,Beijing,Shooting,Thanks,1,1
18,170,70,F,1988,Summer,Montreal,Athletics,Thanks,1,1
31,189,83,M,1976,Summer,Antwerpen,Athletics,Thanks,1,1
18,172,71,M,1920,Summer,Antwerpen,Athletics,Thanks,1,1
32,173,67,M,1996,Summer,Innsbruck,Athletics,Thanks,1,1
29,177,66,M,1968,Winter,Roma,Athletics,Thanks,1,2
29,186,88,M,1976,Summer,Stockholm,Weightlifting,Thanks,1,1
28,194,92,M,1988,Summer,Tokyo,Freestyle Skiing,Thanks,1,1
27,182,96,M,1936,Winter,Roma,Cycling,Thanks,1,2
30,188,71,M,1948,Summer,Mexico City,Athletics,Thanks,1,1
28,167,58,F,1968,Summer,Rio de Janeiro,Alpine Skiing,Thanks,1,1
30,193,89,M,1996,Summer,Atlanta,Boxing,Thanks,1,1
30,187,94,M,2004,Winter,Beijing,Athletics,Thanks,1,1
22,164,58,M,2016,Summer,Rio de Janeiro,Wrestling,Thanks,1,1
28,173,73,F,1952,Summer,Antwerpen,Wrestling,Bronze,1,1
22,178,70,M,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,2
22,191,91,M,1996,Summer,Athina,Weightlifting,Thanks,1,1
20,171,55,M,1948,Winter,Sochi,Athletics,Thanks,1,2
24,168,74,M,1992,Summer,London,Football,Thanks,1,1
19,180,62,F,2016,Summer,London,Canoeing,Thanks,1,1
22,179,86,M,2008,Summer,Antwerpen,Volleyball,Gold,1,1
28,160,59,F,1948,Summer,London,Fencing,Thanks,1,1
24,166,64,M,1996,Summer,Roma,Athletics,Thanks,1,1
21,183,76,M,2000,Summer,Seoul,Biathlon,Thanks,1,1
23,166,66,F,2008,Summer,Beijing,Handball,Thanks,1,1
26,173,69,M,2016,Summer,London,Rowing,Thanks,1,1
30,176,79,M,1996,Summer,Los Angeles,Athletics,Thanks,1,1
22,183,67,M,2014,Summer,Antwerpen,Athletics,Thanks,1,2
24,172,79,M,1980,Winter,Los Angeles,Hockey,Bronze,1,1
28,174,83,F,1992,Summer,London,Canoeing,Bronze,1,1
25,167,69,M,2016,Summer,Rio de Janeiro,Wrestling,Thanks,1,1
34,180,86,M,1996,Summer,Lillehammer,Wrestling,Thanks,1,1
31,191,92,M,2008,Summer,Beijing,Alpine Skiing,Thanks,1,1
22,172,66,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
